timestamp,state,description,oilPressure,coolantTemperature,engineRPM,engineVibration,batteryVoltageDC,gensetVoltageAC,gensetCurrentAC,gensetFrequencyAC,gensetPowerAC,fuelLevel,hoursMeter
2025-07-01 08:05:35,Normal,Normal Operation,3.74,36.7,1527.71,51,12.9,222.18,15.36,49.93,12333.56,79.76,1352.814
2025-07-01 08:05:40,Normal,Normal Operation,3.34,36.8,1604.86,56,13.11,224.54,13.68,50.0,12100.93,79.76,1352.816
2025-07-01 08:05:45,Normal,Normal Operation,4.16,36.9,1567.83,45,13.13,223.04,15.18,50.13,12842.74,79.75,1352.817
2025-07-01 08:05:50,Normal,Normal Operation,3.49,37.0,1572.24,40,12.88,222.34,15.74,50.06,11578.11,79.75,1352.819
2025-07-01 08:05:55,Normal,Normal Operation,3.42,37.1,1582.47,41,13.03,225.95,18.88,50.01,12014.32,79.75,1352.82
2025-07-01 08:06:00,Normal,Normal Operation,3.13,37.2,1610.64,55,13.1,225.48,18.83,50.09,11587.25,79.74,1352.821
2025-07-01 08:06:05,Normal,Normal Operation,3.44,37.3,1582.87,45,12.59,222.99,16.42,49.86,11938.21,79.74,1352.823
2025-07-01 08:06:10,Normal,Normal Operation,3.25,37.4,1603.64,48,12.95,222.22,19.68,49.92,12969.1,79.74,1352.824
2025-07-01 08:06:15,Normal,Normal Operation,3.4,37.5,1634.65,36,13.32,222.86,15.28,49.92,10877.11,79.73,1352.826
2025-07-01 08:06:20,Normal,Normal Operation,3.11,37.6,1635.21,48,12.94,223.76,17.1,49.84,11884.85,79.73,1352.827
2025-07-01 08:06:25,Normal,Normal Operation,3.21,37.7,1497.82,41,12.91,228.02,12.33,50.07,12615.44,79.73,1352.828
2025-07-01 08:06:30,Normal,Normal Operation,3.61,37.8,1601.8,64,13.28,221.38,17.69,50.24,12208.97,79.72,1352.83
2025-07-01 08:06:35,Normal,Normal Operation,3.68,37.9,1599.67,55,13.26,226.18,18.19,50.2,12672.2,79.72,1352.831
2025-07-01 08:06:40,Normal,Normal Operation,3.88,38.0,1668.71,34,12.97,222.72,14.12,49.93,11796.54,79.72,1352.832
2025-07-01 08:06:45,Normal,Normal Operation,3.79,38.1,1544.33,47,13.06,224.73,17.17,50.24,11241.34,79.71,1352.834
2025-07-01 08:06:50,Normal,Normal Operation,3.37,38.2,1625.49,54,12.81,223.8,12.6,50.01,11325.85,79.71,1352.835
2025-07-01 08:06:55,Normal,Normal Operation,3.38,38.3,1673.85,38,13.11,222.85,14.03,49.84,11950.69,79.71,1352.837
2025-07-01 08:07:00,Normal,Normal Operation,3.7,38.4,1562.18,62,12.83,225.43,16.49,50.0,12165.52,79.7,1352.838
2025-07-01 08:07:05,Normal,Normal Operation,3.17,38.5,1579.22,52,12.62,228.63,13.2,49.98,12557.12,79.7,1352.839
2025-07-01 08:07:10,Normal,Normal Operation,3.8,38.6,1652.92,47,12.44,226.3,15.44,49.91,12119.5,79.7,1352.841
2025-07-01 08:07:15,Normal,Normal Operation,3.6,38.7,1599.65,63,12.65,224.7,13.11,50.1,12342.04,79.69,1352.842
2025-07-01 08:07:20,Normal,Normal Operation,3.59,38.8,1609.38,39,12.99,223.92,15.39,49.94,12760.05,79.69,1352.844
2025-07-01 08:07:25,Normal,Normal Operation,3.28,38.9,1611.32,54,12.93,220.88,15.28,49.91,11664.15,79.68,1352.845
2025-07-01 08:07:30,Normal,Normal Operation,3.73,39.0,1607.4,43,13.1,223.64,13.93,49.94,11937.55,79.68,1352.846
2025-07-01 08:07:35,Normal,Normal Operation,3.66,39.1,1625.27,37,13.02,224.69,15.55,49.83,11438.75,79.68,1352.848
2025-07-01 08:07:40,Normal,Normal Operation,3.78,39.2,1572.56,27,13.15,226.74,12.97,49.87,12273.14,79.67,1352.849
2025-07-01 08:07:45,Normal,Normal Operation,3.78,39.3,1523.26,60,13.01,230.84,14.53,50.03,12449.67,79.67,1352.851
2025-07-01 08:07:50,Normal,Normal Operation,3.4,39.4,1603.35,59,12.91,225.61,15.01,49.95,12263.76,79.67,1352.852
2025-07-01 08:07:55,Normal,Normal Operation,3.28,39.5,1578.1,67,12.91,226.4,13.76,49.93,12030.27,79.66,1352.853
2025-07-01 08:08:00,Normal,Normal Operation,3.47,39.6,1659.13,38,13.1,222.5,13.29,50.02,12159.91,79.66,1352.855
2025-07-01 08:08:05,Normal,Normal Operation,3.38,39.7,1634.26,39,12.88,224.99,13.43,49.93,11590.21,79.66,1352.856
2025-07-01 08:08:10,Normal,Normal Operation,3.63,39.8,1681.47,52,12.83,225.46,15.33,50.11,12061.01,79.65,1352.857
2025-07-01 08:08:15,Normal,Normal Operation,3.16,39.9,1628.83,56,13.32,225.93,18.22,50.0,12639.9,79.65,1352.859
2025-07-01 08:08:20,Normal,Normal Operation,3.41,40.0,1657.65,66,13.0,228.66,16.48,49.98,12250.19,79.65,1352.86
2025-07-01 08:08:25,Normal,Normal Operation,3.51,40.1,1493.13,60,12.79,222.15,12.37,49.87,12151.87,79.64,1352.862
2025-07-01 08:08:30,Normal,Normal Operation,3.36,40.2,1585.58,57,12.8,223.51,16.01,49.99,12760.4,79.64,1352.863
2025-07-01 08:08:35,Normal,Normal Operation,3.54,40.3,1639.32,39,12.89,225.82,12.65,49.98,11715.73,79.64,1352.864
2025-07-01 08:08:40,Normal,Normal Operation,3.74,40.4,1553.67,37,12.83,225.48,15.01,50.07,11728.9,79.63,1352.866
2025-07-01 08:08:45,Normal,Normal Operation,3.86,40.5,1612.6,49,12.81,227.74,15.25,49.89,12182.29,79.63,1352.867
2025-07-01 08:08:50,Normal,Normal Operation,3.29,40.6,1568.01,61,13.1,222.5,10.45,49.98,11295.69,79.63,1352.869
2025-07-01 08:08:55,Normal,Normal Operation,3.47,40.7,1730.14,48,13.21,221.49,15.48,49.96,11723.19,79.62,1352.87
2025-07-01 08:09:00,Normal,Normal Operation,3.37,40.8,1562.79,52,12.87,224.89,13.06,49.85,12428.58,79.62,1352.871
2025-07-01 08:09:05,Normal,Normal Operation,3.19,40.9,1636.05,57,13.09,224.2,12.58,50.1,12285.95,79.61,1352.873
2025-07-01 08:09:10,Normal,Normal Operation,3.44,41.0,1636.97,33,13.15,224.93,13.2,50.13,12398.61,79.61,1352.874
2025-07-01 08:09:15,Normal,Normal Operation,3.76,41.1,1564.84,48,12.86,224.61,13.55,49.99,11845.9,79.61,1352.876
2025-07-01 08:09:20,Normal,Normal Operation,3.83,41.2,1558.92,57,13.17,223.85,15.25,49.95,11293.1,79.6,1352.877
2025-07-01 08:09:25,Normal,Normal Operation,3.57,41.3,1638.28,59,12.66,221.88,12.69,50.07,12286.24,79.6,1352.878
2025-07-01 08:09:30,Normal,Normal Operation,3.7,41.4,1620.37,46,12.99,227.39,14.9,50.07,11689.61,79.6,1352.88
2025-07-01 08:09:35,Normal,Normal Operation,3.79,41.5,1560.32,41,12.92,223.71,15.26,50.1,11474.71,79.59,1352.881
2025-07-01 08:09:40,Normal,Normal Operation,3.6,41.6,1565.7,36,12.85,223.69,15.23,50.12,11973.27,79.59,1352.882
2025-07-01 08:09:45,Normal,Normal Operation,3.39,41.7,1623.19,39,13.21,227.67,13.79,50.05,11279.23,79.59,1352.884
2025-07-01 08:09:50,Normal,Normal Operation,3.25,41.8,1622.62,50,13.0,224.19,13.99,49.89,12241.67,79.58,1352.885
2025-07-01 08:09:55,Normal,Normal Operation,3.42,41.9,1638.09,72,12.98,222.53,16.21,50.03,11841.85,79.58,1352.887
2025-07-01 08:10:00,Normal,Normal Operation,3.32,42.0,1550.91,51,12.82,228.53,11.67,49.92,12639.14,79.58,1352.888
2025-07-01 08:10:05,Normal,Normal Operation,3.28,42.1,1596.04,43,13.08,224.67,17.48,50.0,11194.86,79.57,1352.889
2025-07-01 08:10:10,Normal,Normal Operation,3.34,42.2,1519.99,63,13.07,220.44,16.41,49.77,12000.72,79.57,1352.891
2025-07-01 08:10:15,Normal,Normal Operation,3.85,42.3,1713.23,46,12.87,224.69,16.82,49.96,12202.1,79.57,1352.892
2025-07-01 08:10:20,Normal,Normal Operation,3.47,42.4,1534.48,44,13.23,227.06,16.38,50.04,11834.46,79.56,1352.894
2025-07-01 08:10:25,Normal,Normal Operation,3.45,42.5,1579.77,48,13.08,226.35,18.23,49.96,12407.91,79.56,1352.895
2025-07-01 08:10:30,Normal,Normal Operation,3.61,42.6,1618.41,41,12.71,223.57,13.21,50.04,12663.15,79.56,1352.896
2025-07-01 08:10:35,Normal,Normal Operation,3.61,42.7,1556.37,58,13.0,225.56,12.96,50.03,12263.57,79.55,1352.898
2025-07-01 08:10:40,Normal,Normal Operation,3.52,42.8,1608.43,53,13.34,224.06,15.56,49.88,12565.42,79.55,1352.899
2025-07-01 08:10:45,Normal,Normal Operation,3.58,42.9,1574.53,45,13.05,226.46,14.2,50.0,11883.2,79.54,1352.901
2025-07-01 08:10:50,Normal,Normal Operation,2.99,43.0,1618.22,51,13.04,221.18,14.18,50.07,12061.48,79.54,1352.902
2025-07-01 08:10:55,Normal,Normal Operation,3.5,43.1,1636.17,48,13.23,224.83,14.32,49.98,12010.66,79.54,1352.903
2025-07-01 08:11:00,Normal,Normal Operation,3.77,43.2,1526.29,44,12.94,223.85,15.16,50.19,12365.64,79.53,1352.905
2025-07-01 08:11:05,Normal,Normal Operation,3.38,43.3,1624.36,38,13.2,227.05,17.39,49.8,11560.11,79.53,1352.906
2025-07-01 08:11:10,Normal,Normal Operation,3.45,43.4,1647.24,52,12.96,225.18,14.78,49.99,11783.12,79.53,1352.907
2025-07-01 08:11:15,Normal,Normal Operation,3.54,43.5,1549.8,63,12.78,228.66,14.59,50.08,11579.83,79.52,1352.909
2025-07-01 08:11:20,Normal,Normal Operation,3.31,43.6,1553.8,52,12.88,222.11,15.2,50.05,12068.46,79.52,1352.91
2025-07-01 08:11:25,Normal,Normal Operation,3.44,43.7,1561.93,57,13.0,225.15,17.28,50.0,11742.52,79.52,1352.912
2025-07-01 08:11:30,Normal,Normal Operation,3.53,43.8,1625.14,27,13.12,226.83,12.79,49.99,12239.26,79.51,1352.913
2025-07-01 08:11:35,Normal,Normal Operation,3.33,43.9,1585.81,42,13.43,224.5,14.52,49.97,12642.49,79.51,1352.914
2025-07-01 08:11:40,Normal,Normal Operation,3.81,44.0,1594.39,35,12.77,225.33,17.9,49.99,12595.65,79.51,1352.916
2025-07-01 08:11:45,Normal,Normal Operation,3.58,44.1,1652.37,44,12.76,224.85,11.88,49.9,12464.38,79.5,1352.917
2025-07-01 08:11:50,Normal,Normal Operation,3.46,44.2,1645.9,60,12.95,224.31,16.49,50.01,12672.6,79.5,1352.919
2025-07-01 08:11:55,Normal,Normal Operation,3.65,44.3,1658.23,34,13.19,224.77,15.76,50.02,11772.65,79.5,1352.92
2025-07-01 08:12:00,Normal,Normal Operation,3.4,44.4,1604.97,50,12.46,230.22,20.02,50.06,11862.34,79.49,1352.921
2025-07-01 08:12:05,Normal,Normal Operation,3.29,44.5,1643.8,43,13.03,228.62,15.09,50.12,12448.22,79.49,1352.923
2025-07-01 08:12:10,Normal,Normal Operation,3.25,44.6,1619.19,45,13.01,223.99,12.74,49.95,12003.36,79.49,1352.924
2025-07-01 08:12:15,Normal,Normal Operation,3.53,44.7,1586.34,43,12.89,223.86,14.94,50.02,11992.47,79.48,1352.926
2025-07-01 08:12:20,Normal,Normal Operation,3.8,44.8,1613.01,74,13.09,224.0,15.45,49.95,12579.61,79.48,1352.927
2025-07-01 08:12:25,Normal,Normal Operation,3.3,44.9,1770.87,61,12.85,225.5,10.66,49.88,10835.74,79.47,1352.928
2025-07-01 08:12:30,Normal,Normal Operation,3.47,45.0,1532.96,54,12.72,225.09,14.75,49.98,11231.77,79.47,1352.93
2025-07-01 08:12:35,Normal,Normal Operation,3.8,45.1,1588.2,52,12.75,224.74,12.46,49.88,11648.25,79.47,1352.931
2025-07-01 08:12:40,Normal,Normal Operation,3.48,45.2,1554.46,44,13.17,219.27,10.8,50.08,12052.02,79.46,1352.932
2025-07-01 08:12:45,Normal,Normal Operation,3.58,45.3,1594.98,42,12.89,223.53,16.3,49.89,12029.39,79.46,1352.934
2025-07-01 08:12:50,Normal,Normal Operation,3.66,45.4,1593.95,55,12.95,223.25,16.97,50.16,11671.92,79.46,1352.935
2025-07-01 08:12:55,Normal,Normal Operation,3.19,45.5,1615.27,63,13.01,225.29,16.5,50.09,11987.89,79.45,1352.937
2025-07-01 08:13:00,Normal,Normal Operation,3.73,45.6,1614.26,51,12.73,221.7,18.21,50.0,12346.31,79.45,1352.938
2025-07-01 08:13:05,Normal,Normal Operation,3.51,45.7,1665.72,64,13.1,230.84,14.89,49.94,12125.9,79.45,1352.939
2025-07-01 08:13:10,Normal,Normal Operation,3.83,45.8,1613.2,51,13.11,225.33,18.08,50.06,11947.82,79.44,1352.941
2025-07-01 08:13:15,Normal,Normal Operation,3.22,45.9,1608.04,45,12.73,226.56,12.2,50.19,12069.41,79.44,1352.942
2025-07-01 08:13:20,Normal,Normal Operation,3.66,46.0,1510.04,46,12.89,219.93,9.65,49.89,11445.4,79.44,1352.944
2025-07-01 08:13:25,Normal,Normal Operation,3.53,46.1,1525.83,38,12.75,223.47,14.87,49.93,11789.84,79.43,1352.945
2025-07-01 08:13:30,Normal,Normal Operation,3.49,46.2,1624.0,35,13.26,222.85,17.0,50.01,13326.19,79.43,1352.946
2025-07-01 08:13:35,Normal,Normal Operation,3.37,46.3,1640.71,55,13.04,224.45,18.07,49.98,11878.1,79.43,1352.948
2025-07-01 08:13:40,Normal,Normal Operation,3.67,46.4,1616.95,50,12.9,223.39,16.71,50.06,10916.29,79.42,1352.949
2025-07-01 08:13:45,Normal,Normal Operation,3.24,46.5,1615.32,60,12.97,222.22,13.1,49.9,12841.13,79.42,1352.951
2025-07-01 08:13:50,Normal,Normal Operation,3.66,46.6,1603.37,33,13.08,226.57,13.87,50.05,11660.13,79.42,1352.952
2025-07-01 08:13:55,Normal,Normal Operation,3.74,46.7,1631.35,39,12.92,225.01,13.66,49.89,10978.36,79.41,1352.953
2025-07-01 08:14:00,Normal,Normal Operation,3.64,46.8,1577.74,51,13.09,222.13,14.58,49.84,11872.34,79.41,1352.955
2025-07-01 08:14:05,Normal,Normal Operation,3.21,46.9,1557.85,48,13.49,227.2,16.09,50.17,10727.3,79.4,1352.956
2025-07-01 08:14:10,Normal,Normal Operation,3.34,47.0,1503.8,50,13.44,226.18,16.64,50.0,12143.7,79.4,1352.957
2025-07-01 08:14:15,Normal,Normal Operation,3.57,47.1,1607.88,64,12.95,222.41,18.11,49.94,11909.3,79.4,1352.959
2025-07-01 08:14:20,Normal,Normal Operation,3.7,47.2,1575.89,48,12.96,225.59,14.54,50.22,12436.94,79.39,1352.96
2025-07-01 08:14:25,Normal,Normal Operation,3.69,47.3,1555.18,53,13.25,222.49,11.76,50.0,11423.91,79.39,1352.962
2025-07-01 08:14:30,Normal,Normal Operation,3.49,47.4,1602.02,39,12.78,222.79,13.39,50.07,11129.7,79.39,1352.963
2025-07-01 08:14:35,Normal,Normal Operation,3.43,47.5,1614.67,54,12.75,224.3,12.98,49.98,10666.03,79.38,1352.964
2025-07-01 08:14:40,Normal,Normal Operation,3.64,47.6,1609.29,33,13.05,224.27,14.38,50.04,12101.59,79.38,1352.966
2025-07-01 08:14:45,Normal,Normal Operation,3.82,47.7,1511.95,59,12.9,226.07,13.14,49.83,12422.13,79.38,1352.967
2025-07-01 08:14:50,Normal,Normal Operation,3.45,47.8,1664.82,51,12.92,228.5,15.66,50.06,11520.19,79.37,1352.969
2025-07-01 08:14:55,Normal,Normal Operation,3.45,47.9,1646.5,61,13.02,224.75,15.07,50.02,12337.06,79.37,1352.97
2025-07-01 08:15:00,Normal,Normal Operation,3.42,48.0,1547.84,76,12.81,225.11,17.72,49.9,11701.09,79.37,1352.971
2025-07-01 08:15:05,Normal,Normal Operation,3.47,48.1,1644.36,57,13.08,224.25,13.91,50.03,11484.15,79.36,1352.973
2025-07-01 08:15:10,Normal,Normal Operation,2.95,48.2,1573.93,53,12.8,226.31,12.96,49.89,12808.0,79.36,1352.974
2025-07-01 08:15:15,Normal,Normal Operation,3.46,48.3,1592.33,36,13.17,222.51,12.79,50.13,12618.5,79.36,1352.976
2025-07-01 08:15:20,Normal,Normal Operation,3.54,48.4,1638.21,62,13.0,221.66,15.14,49.92,11277.1,79.35,1352.977
2025-07-01 08:15:25,Normal,Normal Operation,3.52,48.5,1521.16,53,13.03,227.6,15.21,49.97,11683.81,79.35,1352.978
2025-07-01 08:15:30,Normal,Normal Operation,3.13,48.6,1660.31,45,13.14,224.03,11.14,49.83,11954.25,79.35,1352.98
2025-07-01 08:15:35,Normal,Normal Operation,3.28,48.7,1581.62,61,12.72,221.86,15.45,49.96,11539.57,79.34,1352.981
2025-07-01 08:15:40,Normal,Normal Operation,3.68,48.8,1715.8,45,13.1,225.58,11.47,49.82,11710.49,79.34,1352.982
2025-07-01 08:15:45,Normal,Normal Operation,3.63,48.9,1656.45,45,13.21,226.51,13.4,50.16,11945.58,79.33,1352.984
2025-07-01 08:15:50,Normal,Normal Operation,3.55,49.0,1579.8,45,12.62,227.94,9.48,50.02,12755.34,79.33,1352.985
2025-07-01 08:15:55,Normal,Normal Operation,3.66,49.1,1623.15,45,13.06,226.31,14.51,50.13,12419.09,79.33,1352.987
2025-07-01 08:16:00,Normal,Normal Operation,3.39,49.2,1625.07,50,13.54,224.56,14.88,49.85,12395.64,79.32,1352.988
2025-07-01 08:16:05,Normal,Normal Operation,3.54,49.3,1588.93,43,12.92,223.41,13.97,50.16,10556.08,79.32,1352.989
2025-07-01 08:16:10,Normal,Normal Operation,3.67,49.4,1651.5,47,13.13,222.67,14.07,50.02,10253.45,79.32,1352.991
2025-07-01 08:16:15,Normal,Normal Operation,3.76,49.5,1578.89,45,12.72,226.63,18.09,49.92,12145.52,79.31,1352.992
2025-07-01 08:16:20,Normal,Normal Operation,3.58,49.6,1573.42,48,12.97,225.49,18.53,49.94,12303.95,79.31,1352.994
2025-07-01 08:16:25,Normal,Normal Operation,3.53,49.7,1654.07,57,12.53,225.16,12.78,49.91,12268.6,79.31,1352.995
2025-07-01 08:16:30,Normal,Normal Operation,3.61,49.8,1719.79,45,13.21,227.46,15.75,49.88,11894.1,79.3,1352.996
2025-07-01 08:16:35,Normal,Normal Operation,3.4,49.9,1587.99,48,12.99,222.89,16.99,50.05,12428.36,79.3,1352.998
